Date,Code,Name,12m Low_num,12m High_num,Day Low_num,Day High_num,Day Price_num,Previous_num,Change_num,Change%_num,Volume_num,Adjusted Price_num
2024-02-23,TPSE,TPS Eastern Africa (Serena) Ltd,11.0,20.15,14.35,15.0,14.9,15.0,-0.1,0.67,5300.0,
2024-02-23,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.18,0.19,0.19,0.19,,,13000.0,
2024-02-23,SCAN,WPP ScanGroup Plc,1.86,2.94,2.12,2.2,2.2,2.2,,,22000.0,
2024-02-23,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,,,,
2024-02-23,BAMB,Bamburi Cement Ltd,22.5,84.0,40.0,40.1,40.05,39.85,0.2,0.5,3900.0,
2024-02-23,CRWN,Crown Paints Kenya Plc,29.0,40.05,36.5,36.5,36.5,40.0,-3.5,8.75,300.0,
2024-02-23,CABL,East African Cables Plc,0.79,1.11,0.9,1.0,0.96,0.91,0.05,5.49,9800.0,
2024-02-23,PORT,East African Portland Cement Ltd,4.38,55.75,9.0,9.0,9.0,9.0,,,,
2024-02-23,KEGN,Kenya Electricity Generating Company Plc,1.94,4.6,1.99,2.0,2.0,2.0,,,772400.0,
2024-02-23,KPLC-P4,KPLC-P4,4.0,4.11,4.0,4.0,4.0,4.0,,,,
2024-02-23,KPLC-P7,KPLC-P7,6.0,6.0,6.0,6.0,6.0,6.0,,,,
2024-02-23,KPLC,Kenya Power and Lighting Company Plc,1.3,6.0,1.6,1.67,1.61,1.6,0.01,0.63,336800.0,
2024-02-23,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25.0,16.75,17.8,17.45,16.6,0.85,5.12,1700.0,
2024-02-23,UMME,Umeme Ltd,13.0,17.9,14.5,14.5,14.5,14.5,,,3200.0,
2024-02-23,BRIT,Britam Holdings Plc,4.25,6.5,4.64,4.99,4.73,4.73,,,15400.0,
2024-02-23,CIC,CIC Insurance Group Ltd,1.93,2.5,2.0,2.09,2.07,2.0,0.07,3.5,8300.0,
2024-02-23,JUB,Jubilee Holdings Ltd,150.0,202.0,180.0,180.0,180.0,180.0,,,,
2024-02-23,KNRE,Kenya Re-Insurance Corporation Ltd,1.0,3.0,1.9,1.98,1.96,1.96,,,82900.0,
2024-02-23,LBTY,Liberty Kenya Holdings Ltd,3.5,8.24,5.02,5.72,5.5,5.2,0.3,5.77,306400.0,
2024-02-23,SLAM,Sanlam Kenya Plc,5.5,7.7,6.96,6.96,6.96,6.5,0.46,7.08,100.0,
2024-02-23,CTUM,Centum Investment Company Plc,7.62,10.4,8.5,8.84,8.82,8.82,,,25100.0,
2024-02-23,HAFR,Home Afrika Ltd,0.27,0.42,0.3,0.33,0.33,0.33,,,26600.0,
2024-02-23,KURV,Kurwitu Ventures Ltd,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,
2024-02-23,OCH,Olympia Capital Holdings Ltd,2.58,4.0,3.45,3.45,3.45,3.45,,,,
2024-02-23,TCL,Trans-Century Plc,0.29,0.72,0.46,0.52,0.5,0.51,-0.01,1.96,13700.0,
2024-02-23,NSE,Nairobi Securities Exchange Plc,5.22,6.8,6.1,6.12,6.12,6.0,0.12,2.0,4900.0,
2024-02-23,BOC,BOC Kenya Plc,67.0,96.0,75.0,75.0,75.0,75.0,,,,
2024-02-23,BAT,British American Tobacco Kenya Plc,325.0,455.0,414.75,415.0,414.75,404.5,10.25,2.53,300.0,
2024-02-23,CARB,Carbacid Investments Plc,14.05,24.5,15.5,16.0,15.95,15.9,0.05,0.31,2400.0,
2024-02-23,EABL,East African Breweries Ltd,99.0,204.0,106.5,110.0,107.25,106.75,0.5,0.47,88900.0,
2024-02-23,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.03,1.14,1.14,1.14,,,4100.0,
2024-02-23,ORCH,Kenya Orchards Ltd,19.0,77.0,19.5,19.5,19.5,19.5,,,,
2024-02-23,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,,,,
2024-02-23,UNGA,Unga Group Ltd,11.05,18.45,15.45,15.45,15.45,15.45,,,,
2024-02-23,SCOM,Safaricom Plc,12.15,21.15,13.35,13.7,13.4,13.4,,,1801500.0,
2024-02-23,LAPR,Laptrust Imara Income-REIT,20.0,20.0,20.0,20.0,20.0,20.0,,,,
2024-02-23,GLD,ABSA NewGold ETF,2625.0,3330.0,2850.0,2850.0,2850.0,2850.0,,,,
2024-02-23,^N10I,NSE 10-Share Index,874.34,1243.88,946.11,946.11,946.11,942.27,3.84,0.41,,
2024-02-23,^N20I,NSE 20-Share Index,1416.32,1942.74,1536.69,1536.69,1536.69,1531.68,5.01,0.33,,
2024-02-23,^N25I,NSE 25-Share Index,2281.58,3205.82,2475.86,2475.86,2475.86,2460.28,15.58,0.63,,
2024-02-23,^NASI,NSE All-Share Index,86.41,119.33,92.83,92.83,92.83,92.67,0.16,0.17,,
2024-02-23,^ZKEQTK,Zamara Kenya Equity Index (KES),1497.8,2397.65,1606.69,1606.69,1606.69,1595.97,10.72,0.67,,
2024-02-23,^ZKEQTU,Zamara Kenya Equity Index (USD),818.46,1599.72,950.77,950.77,950.77,937.97,12.8,1.36,,
