Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price,12m Low_num,12m High_num,Day Low_num,Day High_num,Day Price_num,Previous_num,Change_num,Change%_num,Volume_num,Adjusted Price_num
2024-06-28,NCBA,NCBA Group Plc,34.05,47.00,39.50,41.20,41.10,40.90,0.2,0.49%,"63,400.00",-,34.05,47.0,39.5,41.2,41.1,40.9,0.2,0.49,63400.0,
2024-06-28,SBIC,Stanbic Holdings Plc,100.00,134.00,112.00,114.75,114.25,115.00,-0.75,0.65%,"4,300.00",-,100.0,134.0,112.0,114.75,114.25,115.0,-0.75,0.65,4300.0,
2024-06-28,SCBK,Standard Chartered Bank Kenya Ltd,148.00,236.00,194.00,194.00,194.00,191.25,2.75,1.44%,400.00,-,148.0,236.0,194.0,194.0,194.0,191.25,2.75,1.44,400.0,
2024-06-28,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-,0.45,0.45,0.45,0.45,0.45,0.45,,,,
2024-06-28,EVRD,Eveready East Africa Ltd,0.97,1.65,1.15,1.25,1.22,1.27,-0.05,3.94%,600.00,-,0.97,1.65,1.15,1.25,1.22,1.27,-0.05,3.94,600.0,
2024-06-28,XPRS,Express Kenya Plc,2.74,3.99,3.22,3.22,3.22,3.22,-,-,-,-,2.74,3.99,3.22,3.22,3.22,3.22,,,,
2024-06-28,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-,4.66,4.66,4.66,4.66,4.66,4.66,,,,
2024-06-28,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-,3.83,3.83,3.83,3.83,3.83,3.83,,,,
2024-06-28,LKL,Longhorn Publishers Plc,2.02,2.65,2.06,2.30,2.09,2.27,-0.18,7.93%,"8,400.00",-,2.02,2.65,2.06,2.3,2.09,2.27,-0.18,7.93,8400.0,
2024-06-28,NBV,Nairobi Business Ventures Ltd,1.85,2.90,2.19,2.19,2.19,2.19,-,-,-,-,1.85,2.9,2.19,2.19,2.19,2.19,,,,
2024-06-28,NMG,Nation Media Group Plc,14.00,22.40,16.70,17.00,16.90,16.70,0.2,1.20%,"5,800.00",-,14.0,22.4,16.7,17.0,16.9,16.7,0.2,1.2,5800.0,
2024-06-28,SMER,Sameer Africa Plc,1.87,2.75,2.05,2.05,2.05,2.08,-0.03,1.44%,"1,100.00",-,1.87,2.75,2.05,2.05,2.05,2.08,-0.03,1.44,1100.0,
2024-06-28,SGL,Standard Group Plc,4.86,9.00,6.80,6.80,6.80,6.80,-,-,-,-,4.86,9.0,6.8,6.8,6.8,6.8,,,,
2024-06-28,TPSE,TPS Eastern Africa (Serena) Ltd,11.00,20.15,14.00,14.00,14.00,14.00,-,-,"1,700.00",-,11.0,20.15,14.0,14.0,14.0,14.0,,,1700.0,
2024-06-28,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.18,0.20,0.18,0.19,-0.01,5.26%,"76,300.00",-,0.16,0.23,0.18,0.2,0.18,0.19,-0.01,5.26,76300.0,
2024-06-28,SCAN,WPP ScanGroup Plc,1.86,2.94,2.20,2.20,2.20,2.12,0.08,3.77%,500.00,-,1.86,2.94,2.2,2.2,2.2,2.12,0.08,3.77,500.0,
2024-06-28,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-,5.55,5.55,5.55,5.55,5.55,5.55,,,,
2024-06-28,BAMB,Bamburi Cement Ltd,22.50,84.00,41.75,42.75,41.80,42.40,-0.6,1.42%,"10,400.00",-,22.5,84.0,41.75,42.75,41.8,42.4,-0.6,1.42,10400.0,
2024-06-28,CRWN,Crown Paints Kenya Plc,29.00,40.05,35.30,35.30,35.30,35.30,-,-,-,-,29.0,40.05,35.3,35.3,35.3,35.3,,,,
2024-06-28,CABL,East African Cables Plc,0.79,1.11,0.89,1.00,0.92,0.98,-0.06,6.12%,"26,400.00",-,0.79,1.11,0.89,1.0,0.92,0.98,-0.06,6.12,26400.0,
2024-06-28,PORT,East African Portland Cement Ltd,4.38,55.75,4.52,5.04,4.99,5.02,-0.03,0.60%,"21,200.00",-,4.38,55.75,4.52,5.04,4.99,5.02,-0.03,0.6,21200.0,
2024-06-28,KEGN,Kenya Electricity Generating Company Plc,1.94,4.60,2.38,2.39,2.39,2.39,-,-,"48,600.00",-,1.94,4.6,2.38,2.39,2.39,2.39,,,48600.0,
2024-06-28,KPLC-P4,KPLC-P4,4.00,4.11,4.00,4.00,4.00,4.00,-,-,-,-,4.0,4.11,4.0,4.0,4.0,4.0,,,,
2024-06-28,KPLC-P7,KPLC-P7,6.00,6.00,6.00,6.00,6.00,6.00,-,-,-,-,6.0,6.0,6.0,6.0,6.0,6.0,,,,
2024-06-28,KPLC,Kenya Power and Lighting Company Plc,1.30,6.00,1.65,1.67,1.66,1.62,0.04,2.47%,"34,900.00",-,1.3,6.0,1.65,1.67,1.66,1.62,0.04,2.47,34900.0,
2024-06-28,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25.00,21.15,23.00,21.50,22.50,-1,4.44%,"6,000.00",-,14.55,25.0,21.15,23.0,21.5,22.5,-1.0,4.44,6000.0,
2024-06-28,UMME,Umeme Ltd,13.00,17.90,15.30,16.00,15.45,16.40,-0.95,5.79%,"110,200.00",-,13.0,17.9,15.3,16.0,15.45,16.4,-0.95,5.79,110200.0,
2024-06-28,BRIT,Britam Holdings Plc,4.25,6.50,5.80,6.14,6.04,5.64,0.4,7.09%,"8,200.00",-,4.25,6.5,5.8,6.14,6.04,5.64,0.4,7.09,8200.0,
2024-06-28,CIC,CIC Insurance Group Ltd,1.93,2.50,2.10,2.17,2.13,2.08,0.05,2.40%,"28,300.00",-,1.93,2.5,2.1,2.17,2.13,2.08,0.05,2.4,28300.0,
2024-06-28,JUB,Jubilee Holdings Ltd,150.00,202.00,179.00,179.00,179.00,170.00,9,5.29%,200.00,-,150.0,202.0,179.0,179.0,179.0,170.0,9.0,5.29,200.0,
2024-06-28,KNRE,Kenya Re-Insurance Corporation Ltd,1.00,3.00,1.40,1.45,1.42,1.40,0.02,1.43%,"1,565,600.00",-,1.0,3.0,1.4,1.45,1.42,1.4,0.02,1.43,1565600.0,
2024-06-28,LBTY,Liberty Kenya Holdings Ltd,3.50,8.24,5.30,5.30,5.30,5.30,-,-,900.00,-,3.5,8.24,5.3,5.3,5.3,5.3,,,900.0,
2024-06-28,SLAM,Sanlam Kenya Plc,5.50,7.70,5.50,6.00,5.94,6.00,-0.06,1.00%,900.00,-,5.5,7.7,5.5,6.0,5.94,6.0,-0.06,1.0,900.0,
2024-06-28,CTUM,Centum Investment Company Plc,7.62,10.40,8.52,8.74,8.72,8.72,-,-,"42,900.00",-,7.62,10.4,8.52,8.74,8.72,8.72,,,42900.0,
2024-06-28,HAFR,Home Afrika Ltd,0.27,0.42,0.31,0.35,0.32,0.33,-0.01,3.03%,"33,100.00",-,0.27,0.42,0.31,0.35,0.32,0.33,-0.01,3.03,33100.0,
2024-06-28,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,
2024-06-28,OCH,Olympia Capital Holdings Ltd,2.58,4.00,2.98,2.98,2.98,2.98,-,-,-,-,2.58,4.0,2.98,2.98,2.98,2.98,,,,
2024-06-28,TCL,Trans-Century Plc,0.29,0.72,0.39,0.45,0.41,0.43,-0.02,4.65%,"289,400.00",-,0.29,0.72,0.39,0.45,0.41,0.43,-0.02,4.65,289400.0,
2024-06-28,NSE,Nairobi Securities Exchange Plc,5.22,6.80,5.82,6.14,5.86,5.86,-,-,"8,300.00",-,5.22,6.8,5.82,6.14,5.86,5.86,,,8300.0,
2024-06-28,BOC,BOC Kenya Plc,67.00,96.00,89.00,89.00,89.00,94.00,-5,5.32%,300.00,-,67.0,96.0,89.0,89.0,89.0,94.0,-5.0,5.32,300.0,
2024-06-28,BAT,British American Tobacco Kenya Plc,325.00,455.00,350.00,370.00,353.75,353.50,0.25,0.07%,"64,800.00",-,325.0,455.0,350.0,370.0,353.75,353.5,0.25,0.07,64800.0,
2024-06-28,CARB,Carbacid Investments Plc,14.05,24.50,17.10,17.90,17.90,17.05,0.85,4.99%,"17,300.00",-,14.05,24.5,17.1,17.9,17.9,17.05,0.85,4.99,17300.0,
2024-06-28,EABL,East African Breweries Ltd,99.00,204.00,141.25,150.00,146.75,142.00,4.75,3.35%,700.00,-,99.0,204.0,141.25,150.0,146.75,142.0,4.75,3.35,700.0,
2024-06-28,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.28,1.28,1.28,1.18,0.1,8.47%,200.00,-,0.91,1.39,1.28,1.28,1.28,1.18,0.1,8.47,200.0,
2024-06-28,ORCH,Kenya Orchards Ltd,19.00,77.00,19.50,19.50,19.50,19.50,-,-,-,-,19.0,77.0,19.5,19.5,19.5,19.5,,,,
2024-06-28,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-,0.27,0.27,0.27,0.27,0.27,0.27,,,,
2024-06-28,UNGA,Unga Group Ltd,11.05,18.45,12.55,12.55,12.55,12.55,-,-,-,-,11.05,18.45,12.55,12.55,12.55,12.55,,,,
2024-06-28,SCOM,Safaricom Plc,12.15,21.15,16.80,17.60,17.30,17.20,0.1,0.58%,"6,538,000.00",-,12.15,21.15,16.8,17.6,17.3,17.2,0.1,0.58,6538000.0,
2024-06-28,LAPR,Laptrust Imara Income-REIT,20.00,20.00,20.00,20.00,20.00,20.00,-,-,-,-,20.0,20.0,20.0,20.0,20.0,20.0,,,,
2024-06-28,GLD,ABSA NewGold ETF,"2,625.00","3,330.00","2,920.00","2,920.00","2,920.00","2,920.00",-,-,-,-,2625.0,3330.0,2920.0,2920.0,2920.0,2920.0,,,,
2024-06-28,^N10I,NSE 10-Share Index,874.34,"1,243.88","1,117.39","1,117.39","1,117.39","1,111.96",5.43,0.49%,-,-,874.34,1243.88,1117.39,1117.39,1117.39,1111.96,5.43,0.49,,
2024-06-28,^N20I,NSE 20-Share Index,"1,416.32","1,942.74","1,656.50","1,656.50","1,656.50","1,642.39",14.11,0.86%,-,-,1416.32,1942.74,1656.5,1656.5,1656.5,1642.39,14.11,0.86,,
2024-06-28,^N25I,NSE 25-Share Index,"2,281.58","3,205.82","2,861.04","2,861.04","2,861.04","2,847.05",13.99,0.49%,-,-,2281.58,3205.82,2861.04,2861.04,2861.04,2847.05,13.99,0.49,,
2024-06-28,^NASI,NSE All-Share Index,86.41,119.33,109.49,109.49,109.49,109.02,0.47,0.43%,-,-,86.41,119.33,109.49,109.49,109.49,109.02,0.47,0.43,,
2024-06-28,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,497.80","2,397.65","2,058.08","2,058.08","2,058.08","2,046.78",11.3,0.55%,-,-,1497.8,2397.65,2058.08,2058.08,2058.08,2046.78,11.3,0.55,,
2024-06-28,^ZKEQTU,Zamara Kenya Equity Index (USD),818.46,"1,599.72","1,370.99","1,370.99","1,370.99","1,363.46",7.53,0.55%,-,-,818.46,1599.72,1370.99,1370.99,1370.99,1363.46,7.53,0.55,,
2024-07-01,EGAD,Eaagads Ltd,10.35,14.50,13.00,13.00,13.00,13.00,-,-,-,-,10.35,14.5,13.0,13.0,13.0,13.0,,,,
2024-07-01,KUKZ,Kakuzi Plc,342.00,440.00,355.25,355.25,355.25,355.25,-,-,-,-,342.0,440.0,355.25,355.25,355.25,355.25,,,,
2024-07-01,KAPC,Kapchorua Tea Kenya Plc,207.00,280.00,259.25,265.00,261.50,260.25,1.25,0.48%,400.00,-,207.0,280.0,259.25,265.0,261.5,260.25,1.25,0.48,400.0,
2024-07-01,LIMT,Limuru Tea Plc,365.00,380.00,380.00,380.00,380.00,380.00,-,-,-,-,365.0,380.0,380.0,380.0,380.0,380.0,,,,
2024-07-01,SASN,Sasini Plc,15.50,22.00,18.90,19.00,18.95,18.95,-,-,"2,700.00",-,15.5,22.0,18.9,19.0,18.95,18.95,,,2700.0,
2024-07-01,WTK,Williamson Tea Kenya Plc,193.50,290.00,265.00,265.00,265.00,271.00,-6,2.21%,100.00,-,193.5,290.0,265.0,265.0,265.0,271.0,-6.0,2.21,100.0,
2024-07-01,CGEN,Car and General (K) Ltd,17.95,31.80,22.55,22.55,22.55,22.55,-,-,-,-,17.95,31.8,22.55,22.55,22.55,22.55,,,,
2024-07-01,ABSA,ABSA Bank Kenya Plc,10.55,16.35,13.95,14.15,14.05,14.00,0.05,0.36%,"52,100.00",-,10.55,16.35,13.95,14.15,14.05,14.0,0.05,0.36,52100.0,
2024-07-01,BKG,BK Group Plc,30.00,37.00,35.50,35.50,35.50,36.00,-0.5,1.39%,100.00,-,30.0,37.0,35.5,35.5,35.5,36.0,-0.5,1.39,100.0,
2024-07-01,COOP,Co-operative Bank of Kenya Ltd,10.10,15.20,12.70,12.95,12.80,12.70,0.1,0.79%,"1,263,000.00",-,10.1,15.2,12.7,12.95,12.8,12.7,0.1,0.79,1263000.0,
2024-07-01,DTK,Diamond Trust Bank Kenya Ltd,43.05,56.00,46.30,46.50,46.45,46.50,-0.05,0.11%,"30,300.00",-,43.05,56.0,46.3,46.5,46.45,46.5,-0.05,0.11,30300.0,
2024-07-01,EQTY,Equity Group Holdings Plc,33.60,51.00,41.00,43.00,42.25,42.25,-,-,"145,400.00",-,33.6,51.0,41.0,43.0,42.25,42.25,,,145400.0,
2024-07-01,HFCK,HF Group Ltd,3.02,4.90,4.00,4.21,4.00,4.03,-0.03,0.74%,"44,200.00",-,3.02,4.9,4.0,4.21,4.0,4.03,-0.03,0.74,44200.0,
2024-07-01,IMH,I & M Holdings Plc,16.50,35.00,21.00,21.65,21.60,21.55,0.05,0.23%,"17,300.00",-,16.5,35.0,21.0,21.65,21.6,21.55,0.05,0.23,17300.0,
2024-07-01,KCB,KCB Group Plc,15.00,40.00,31.00,32.00,31.35,31.25,0.1,0.32%,"48,400.00",-,15.0,40.0,31.0,32.0,31.35,31.25,0.1,0.32,48400.0,
2024-07-01,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-,4.12,4.12,4.12,4.12,4.12,4.12,,,,
2024-07-01,NCBA,NCBA Group Plc,34.05,47.00,41.00,41.20,41.20,41.10,0.1,0.24%,"62,200.00",-,34.05,47.0,41.0,41.2,41.2,41.1,0.1,0.24,62200.0,
2024-07-01,SBIC,Stanbic Holdings Plc,100.00,130.00,114.25,114.75,114.50,114.25,0.25,0.22%,700.00,-,100.0,130.0,114.25,114.75,114.5,114.25,0.25,0.22,700.0,
2024-07-01,SCBK,Standard Chartered Bank Kenya Ltd,148.00,233.00,192.00,194.00,193.50,194.00,-0.5,0.26%,"9,000.00",-,148.0,233.0,192.0,194.0,193.5,194.0,-0.5,0.26,9000.0,
2024-07-01,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-,0.45,0.45,0.45,0.45,0.45,0.45,,,,
2024-07-01,EVRD,Eveready East Africa Ltd,0.97,1.65,1.19,1.34,1.25,1.22,0.03,2.46%,"4,100.00",-,0.97,1.65,1.19,1.34,1.25,1.22,0.03,2.46,4100.0,
2024-07-01,XPRS,Express Kenya Plc,2.74,3.99,3.22,3.22,3.22,3.22,-,-,-,-,2.74,3.99,3.22,3.22,3.22,3.22,,,,
2024-07-01,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-,4.66,4.66,4.66,4.66,4.66,4.66,,,,
2024-07-01,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-,3.83,3.83,3.83,3.83,3.83,3.83,,,,
2024-07-01,LKL,Longhorn Publishers Plc,2.02,2.65,2.09,2.09,2.09,2.09,-,-,-,-,2.02,2.65,2.09,2.09,2.09,2.09,,,,
2024-07-01,NBV,Nairobi Business Ventures Ltd,1.85,2.90,2.16,2.30,2.27,2.19,0.08,3.65%,"1,600.00",-,1.85,2.9,2.16,2.3,2.27,2.19,0.08,3.65,1600.0,
2024-07-01,NMG,Nation Media Group Plc,14.00,22.40,16.50,16.70,16.70,16.90,-0.2,1.18%,"6,500.00",-,14.0,22.4,16.5,16.7,16.7,16.9,-0.2,1.18,6500.0,
2024-07-01,SMER,Sameer Africa Plc,1.87,2.75,1.87,2.15,1.94,2.05,-0.11,5.37%,"66,300.00",-,1.87,2.75,1.87,2.15,1.94,2.05,-0.11,5.37,66300.0,
2024-07-01,SGL,Standard Group Plc,4.86,9.00,6.80,6.80,6.80,6.80,-,-,-,-,4.86,9.0,6.8,6.8,6.8,6.8,,,,
2024-07-01,TPSE,TPS Eastern Africa (Serena) Ltd,11.00,20.15,14.00,14.00,14.00,14.00,-,-,-,-,11.0,20.15,14.0,14.0,14.0,14.0,,,,
2024-07-01,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.19,0.19,0.19,0.18,0.01,5.56%,"1,600.00",-,0.16,0.23,0.19,0.19,0.19,0.18,0.01,5.56,1600.0,
2024-07-01,SCAN,WPP ScanGroup Plc,1.86,2.69,2.06,2.21,2.07,2.20,-0.13,5.91%,"23,900.00",-,1.86,2.69,2.06,2.21,2.07,2.2,-0.13,5.91,23900.0,
2024-07-01,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-,5.55,5.55,5.55,5.55,5.55,5.55,,,,
2024-07-01,BAMB,Bamburi Cement Ltd,21.30,84.00,42.00,44.50,43.45,41.80,1.65,3.95%,"32,500.00",-,21.3,84.0,42.0,44.5,43.45,41.8,1.65,3.95,32500.0,
2024-07-01,CRWN,Crown Paints Kenya Plc,29.00,40.05,35.00,35.30,35.15,35.30,-0.15,0.42%,200.00,-,29.0,40.05,35.0,35.3,35.15,35.3,-0.15,0.42,200.0,
2024-07-01,CABL,East African Cables Plc,0.79,1.10,0.89,0.99,0.90,0.92,-0.02,2.17%,"43,200.00",-,0.79,1.1,0.89,0.99,0.9,0.92,-0.02,2.17,43200.0,
2024-07-01,PORT,East African Portland Cement Ltd,4.38,55.75,4.52,4.64,4.55,4.99,-0.44,8.82%,"26,600.00",-,4.38,55.75,4.52,4.64,4.55,4.99,-0.44,8.82,26600.0,
2024-07-01,KEGN,Kenya Electricity Generating Company Plc,1.94,3.40,2.37,2.45,2.38,2.39,-0.01,0.42%,"592,200.00",-,1.94,3.4,2.37,2.45,2.38,2.39,-0.01,0.42,592200.0,
2024-07-01,KPLC-P4,KPLC-P4,4.00,4.11,4.00,4.00,4.00,4.00,-,-,-,-,4.0,4.11,4.0,4.0,4.0,4.0,,,,
2024-07-01,KPLC-P7,KPLC-P7,6.00,6.00,6.00,6.00,6.00,6.00,-,-,-,-,6.0,6.0,6.0,6.0,6.0,6.0,,,,
2024-07-01,KPLC,Kenya Power and Lighting Company Plc,1.30,3.95,1.60,1.76,1.66,1.66,-,-,"83,200.00",-,1.3,3.95,1.6,1.76,1.66,1.66,,,83200.0,
2024-07-01,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25.00,19.45,22.00,19.60,21.50,-1.9,8.84%,"45,600.00",-,14.55,25.0,19.45,22.0,19.6,21.5,-1.9,8.84,45600.0,
2024-07-01,UMME,Umeme Ltd,13.00,17.90,14.90,15.45,15.30,15.45,-0.15,0.97%,"11,600.00",-,13.0,17.9,14.9,15.45,15.3,15.45,-0.15,0.97,11600.0,
2024-07-01,BRIT,Britam Holdings Plc,4.25,6.50,5.44,6.48,5.72,6.04,-0.32,5.30%,"9,600.00",-,4.25,6.5,5.44,6.48,5.72,6.04,-0.32,5.3,9600.0,
2024-07-01,CIC,CIC Insurance Group Ltd,1.80,2.50,2.14,2.30,2.25,2.13,0.12,5.63%,"168,900.00",-,1.8,2.5,2.14,2.3,2.25,2.13,0.12,5.63,168900.0,
2024-07-01,JUB,Jubilee Holdings Ltd,150.00,202.00,172.00,179.00,174.25,179.00,-4.75,2.65%,300.00,-,150.0,202.0,172.0,179.0,174.25,179.0,-4.75,2.65,300.0,
2024-07-01,KNRE,Kenya Re-Insurance Corporation Ltd,1.00,3.00,1.39,1.44,1.40,1.42,-0.02,1.41%,"1,366,200.00",-,1.0,3.0,1.39,1.44,1.4,1.42,-0.02,1.41,1366200.0,
2024-07-01,LBTY,Liberty Kenya Holdings Ltd,3.50,7.96,5.30,5.30,5.30,5.30,-,-,"1,400.00",-,3.5,7.96,5.3,5.3,5.3,5.3,,,1400.0,
2024-07-01,SLAM,Sanlam Kenya Plc,5.50,7.70,6.10,6.28,6.20,5.94,0.26,4.38%,200.00,-,5.5,7.7,6.1,6.28,6.2,5.94,0.26,4.38,200.0,
2024-07-01,CTUM,Centum Investment Company Plc,7.62,10.40,8.50,8.76,8.68,8.72,-0.04,0.46%,"32,900.00",-,7.62,10.4,8.5,8.76,8.68,8.72,-0.04,0.46,32900.0,
2024-07-01,HAFR,Home Afrika Ltd,0.27,0.42,0.31,0.34,0.31,0.32,-0.01,3.13%,"11,500.00",-,0.27,0.42,0.31,0.34,0.31,0.32,-0.01,3.13,11500.0,
2024-07-01,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,
2024-07-01,OCH,Olympia Capital Holdings Ltd,2.58,4.00,2.69,2.73,2.70,2.98,-0.28,9.40%,"20,400.00",-,2.58,4.0,2.69,2.73,2.7,2.98,-0.28,9.4,20400.0,
2024-07-01,TCL,Trans-Century Plc,0.29,0.72,0.40,0.44,0.40,0.41,-0.01,2.44%,"409,700.00",-,0.29,0.72,0.4,0.44,0.4,0.41,-0.01,2.44,409700.0,
2024-07-01,NSE,Nairobi Securities Exchange Plc,5.22,6.80,5.80,6.14,5.82,5.86,-0.04,0.68%,"12,500.00",-,5.22,6.8,5.8,6.14,5.82,5.86,-0.04,0.68,12500.0,
2024-07-01,BOC,BOC Kenya Plc,67.00,96.00,89.00,89.00,89.00,89.00,-,-,-,-,67.0,96.0,89.0,89.0,89.0,89.0,,,,
2024-07-01,BAT,British American Tobacco Kenya Plc,325.00,455.00,350.00,355.00,354.75,353.75,1,0.28%,"4,600.00",-,325.0,455.0,350.0,355.0,354.75,353.75,1.0,0.28,4600.0,
2024-07-01,CARB,Carbacid Investments Plc,14.05,24.50,17.50,17.90,17.70,17.90,-0.2,1.12%,"21,800.00",-,14.05,24.5,17.5,17.9,17.7,17.9,-0.2,1.12,21800.0,
2024-07-01,EABL,East African Breweries Ltd,99.00,204.00,142.00,146.00,142.00,146.75,-4.75,3.24%,"77,400.00",-,99.0,204.0,142.0,146.0,142.0,146.75,-4.75,3.24,77400.0,
2024-07-01,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.18,1.18,1.18,1.28,-0.1,7.81%,"1,900.00",-,0.91,1.39,1.18,1.18,1.18,1.28,-0.1,7.81,1900.0,
2024-07-01,ORCH,Kenya Orchards Ltd,19.00,77.00,19.50,19.50,19.50,19.50,-,-,-,-,19.0,77.0,19.5,19.5,19.5,19.5,,,,
2024-07-01,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-,0.27,0.27,0.27,0.27,0.27,0.27,,,,
2024-07-01,UNGA,Unga Group Ltd,11.05,18.45,12.05,12.55,12.40,12.55,-0.15,1.20%,300.00,-,11.05,18.45,12.05,12.55,12.4,12.55,-0.15,1.2,300.0,
2024-07-01,SCOM,Safaricom Plc,11.50,21.15,17.30,17.80,17.45,17.30,0.15,0.87%,"1,359,700.00",-,11.5,21.15,17.3,17.8,17.45,17.3,0.15,0.87,1359700.0,
2024-07-01,LAPR,Laptrust Imara Income-REIT,20.00,20.00,20.00,20.00,20.00,20.00,-,-,-,-,20.0,20.0,20.0,20.0,20.0,20.0,,,,
2024-07-01,GLD,ABSA NewGold ETF,"2,625.00","3,330.00","2,920.00","2,920.00","2,920.00","2,920.00",-,-,-,-,2625.0,3330.0,2920.0,2920.0,2920.0,2920.0,,,,
2024-07-01,^N10I,NSE 10-Share Index,870.02,"1,233.42","1,115.92","1,115.92","1,115.92","1,117.39",-1.47,0.13%,-,-,870.02,1233.42,1115.92,1115.92,1115.92,1117.39,-1.47,0.13,,
2024-07-01,^N20I,NSE 20-Share Index,"1,416.32","1,864.72","1,655.48","1,655.48","1,655.48","1,656.50",-1.02,0.06%,-,-,1416.32,1864.72,1655.48,1655.48,1655.48,1656.5,-1.02,0.06,,
2024-07-01,^N25I,NSE 25-Share Index,"2,276.08","3,154.93","2,856.21","2,856.21","2,856.21","2,861.04",-4.83,0.17%,-,-,2276.08,3154.93,2856.21,2856.21,2856.21,2861.04,-4.83,0.17,,
2024-07-01,^NASI,NSE All-Share Index,85.54,117.78,109.49,109.49,109.49,109.49,-,-,-,-,85.54,117.78,109.49,109.49,109.49,109.49,,,,
2024-07-01,^NBDI,NSE Bonds Index,986.46,"1,042.42","1,039.61","1,039.61","1,039.61","1,040.12",-0.51,0.05%,-,-,986.46,1042.42,1039.61,1039.61,1039.61,1040.12,-0.51,0.05,,
2024-07-01,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,477.09","2,396.79","2,052.61","2,052.61","2,052.61","2,058.08",-5.47,0.27%,-,-,1477.09,2396.79,2052.61,2052.61,2052.61,2058.08,-5.47,0.27,,
2024-07-01,^ZKEQTU,Zamara Kenya Equity Index (USD),818.46,"1,599.72","1,370.00","1,370.00","1,370.00","1,370.99",-0.99,0.07%,-,-,818.46,1599.72,1370.0,1370.0,1370.0,1370.99,-0.99,0.07,,
2024-07-02,EGAD,Eaagads Ltd,10.35,14.50,13.30,13.30,13.30,13.00,0.3,2.31%,300.00,-,10.35,14.5,13.3,13.3,13.3,13.0,0.3,2.31,300.0,
2024-07-02,KUKZ,Kakuzi Plc,342.00,440.00,355.25,355.25,355.25,355.25,-,-,-,-,342.0,440.0,355.25,355.25,355.25,355.25,,,,
2024-07-02,KAPC,Kapchorua Tea Kenya Plc,207.00,280.00,265.00,265.00,265.00,261.50,3.5,1.34%,100.00,-,207.0,280.0,265.0,265.0,265.0,261.5,3.5,1.34,100.0,
2024-07-02,LIMT,Limuru Tea Plc,365.00,380.00,380.00,380.00,380.00,380.00,-,-,-,-,365.0,380.0,380.0,380.0,380.0,380.0,,,,
2024-07-02,SASN,Sasini Plc,15.50,22.00,18.90,18.95,18.90,18.95,-0.05,0.26%,"1,900.00",-,15.5,22.0,18.9,18.95,18.9,18.95,-0.05,0.26,1900.0,
2024-07-02,WTK,Williamson Tea Kenya Plc,193.50,290.00,265.00,265.00,265.00,265.00,-,-,-,-,193.5,290.0,265.0,265.0,265.0,265.0,,,,
2024-07-02,CGEN,Car and General (K) Ltd,17.95,31.80,22.55,22.55,22.55,22.55,-,-,100.00,-,17.95,31.8,22.55,22.55,22.55,22.55,,,100.0,
2024-07-02,ABSA,ABSA Bank Kenya Plc,10.55,16.35,13.95,14.25,14.05,14.05,-,-,"549,600.00",-,10.55,16.35,13.95,14.25,14.05,14.05,,,549600.0,
2024-07-02,BKG,BK Group Plc,30.00,37.00,34.00,34.00,34.00,35.50,-1.5,4.23%,100.00,-,30.0,37.0,34.0,34.0,34.0,35.5,-1.5,4.23,100.0,
2024-07-02,COOP,Co-operative Bank of Kenya Ltd,10.10,15.20,12.80,13.00,12.80,12.80,-,-,"1,105,100.00",-,10.1,15.2,12.8,13.0,12.8,12.8,,,1105100.0,
