Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price,12m Low_num,12m High_num,Day Low_num,Day High_num,Day Price_num,Previous_num,Change_num,Change%_num,Volume_num,Adjusted Price_num
2024-02-07,BRIT,Britam Holdings Plc,4.25,6.50,4.80,5.06,4.99,5.00,-0.01,0.20%,"1,100.00",-,4.25,6.5,4.8,5.06,4.99,5.0,-0.01,0.2,1100.0,
2024-02-07,CIC,CIC Insurance Group Ltd,1.93,2.50,2.15,2.22,2.19,2.19,-,-,"21,900.00",-,1.93,2.5,2.15,2.22,2.19,2.19,,,21900.0,
2024-02-07,JUB,Jubilee Holdings Ltd,150.00,202.00,180.00,181.00,180.25,182.00,-1.75,0.96%,"2,200.00",-,150.0,202.0,180.0,181.0,180.25,182.0,-1.75,0.96,2200.0,
2024-02-07,KNRE,Kenya Re-Insurance Corporation Ltd,1.00,3.00,1.80,1.90,1.87,1.88,-0.01,0.53%,"37,800.00",-,1.0,3.0,1.8,1.9,1.87,1.88,-0.01,0.53,37800.0,
2024-02-07,LBTY,Liberty Kenya Holdings Ltd,3.50,8.24,5.00,5.02,5.00,5.00,-,-,"41,000.00",-,3.5,8.24,5.0,5.02,5.0,5.0,,,41000.0,
2024-02-07,SLAM,Sanlam Kenya Plc,5.50,7.70,6.60,6.60,6.60,6.68,-0.08,1.20%,"2,100.00",-,5.5,7.7,6.6,6.6,6.6,6.68,-0.08,1.2,2100.0,
2024-02-07,CTUM,Centum Investment Company Plc,7.62,10.40,7.78,8.46,8.02,8.02,-,-,"57,500.00",-,7.62,10.4,7.78,8.46,8.02,8.02,,,57500.0,
2024-02-07,HAFR,Home Afrika Ltd,0.27,0.42,0.32,0.33,0.32,0.32,-,-,"16,700.00",-,0.27,0.42,0.32,0.33,0.32,0.32,,,16700.0,
2024-02-07,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,
2024-02-07,OCH,Olympia Capital Holdings Ltd,2.58,4.00,3.45,3.45,3.45,3.45,-,-,-,-,2.58,4.0,3.45,3.45,3.45,3.45,,,,
2024-02-07,TCL,Trans-Century Plc,0.29,0.72,0.48,0.49,0.49,0.48,0.01,2.08%,800.00,-,0.29,0.72,0.48,0.49,0.49,0.48,0.01,2.08,800.0,
2024-02-07,NSE,Nairobi Securities Exchange Plc,5.22,6.80,5.80,6.02,5.84,6.04,-0.2,3.31%,"2,300.00",-,5.22,6.8,5.8,6.02,5.84,6.04,-0.2,3.31,2300.0,
2024-02-07,BOC,BOC Kenya Plc,67.00,96.00,82.00,82.00,82.00,82.00,-,-,-,-,67.0,96.0,82.0,82.0,82.0,82.0,,,,
2024-02-07,BAT,British American Tobacco Kenya Plc,325.00,455.00,420.00,426.00,423.25,424.50,-1.25,0.29%,600.00,-,325.0,455.0,420.0,426.0,423.25,424.5,-1.25,0.29,600.0,
2024-02-07,CARB,Carbacid Investments Plc,14.05,24.50,15.70,16.00,15.75,16.00,-0.25,1.56%,"2,600.00",-,14.05,24.5,15.7,16.0,15.75,16.0,-0.25,1.56,2600.0,
2024-02-07,EABL,East African Breweries Ltd,99.00,204.00,115.00,118.00,115.75,115.00,0.75,0.65%,"114,300.00",-,99.0,204.0,115.0,118.0,115.75,115.0,0.75,0.65,114300.0,
2024-02-07,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.12,1.12,1.12,1.10,0.02,1.82%,400.00,-,0.91,1.39,1.12,1.12,1.12,1.1,0.02,1.82,400.0,
2024-02-07,ORCH,Kenya Orchards Ltd,19.00,77.00,19.50,19.50,19.50,19.50,-,-,-,-,19.0,77.0,19.5,19.5,19.5,19.5,,,,
2024-02-07,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-,0.27,0.27,0.27,0.27,0.27,0.27,,,,
2024-02-07,UNGA,Unga Group Ltd,11.05,18.45,17.10,17.10,17.10,17.10,-,-,-,-,11.05,18.45,17.1,17.1,17.1,17.1,,,,
2024-02-07,SCOM,Safaricom Plc,12.15,21.15,13.00,13.45,13.15,13.45,-0.3,2.23%,"1,425,100.00",-,12.15,21.15,13.0,13.45,13.15,13.45,-0.3,2.23,1425100.0,
2024-02-07,LAPR,Laptrust Imara Income-REIT,20.00,20.00,20.00,20.00,20.00,20.00,-,-,-,-,20.0,20.0,20.0,20.0,20.0,20.0,,,,
2024-02-07,GLD,ABSA NewGold ETF,"2,625.00","3,330.00","2,990.00","2,990.00","2,990.00","2,990.00",-,-,-,-,2625.0,3330.0,2990.0,2990.0,2990.0,2990.0,,,,
2024-02-07,^N10I,NSE 10-Share Index,874.34,"1,243.88",928.08,928.08,928.08,929.37,-1.29,0.14%,-,-,874.34,1243.88,928.08,928.08,928.08,929.37,-1.29,0.14,,
2024-02-07,^N20I,NSE 20-Share Index,"1,416.32","1,942.74","1,523.02","1,523.02","1,523.02","1,522.45",0.57,0.04%,-,-,1416.32,1942.74,1523.02,1523.02,1523.02,1522.45,0.57,0.04,,
2024-02-07,^N25I,NSE 25-Share Index,"2,281.58","3,205.82","2,430.50","2,430.50","2,430.50","2,432.14",-1.64,0.07%,-,-,2281.58,3205.82,2430.5,2430.5,2430.5,2432.14,-1.64,0.07,,
2024-02-07,^NASI,NSE All-Share Index,86.41,119.33,91.89,91.89,91.89,92.52,-0.63,0.68%,-,-,86.41,119.33,91.89,91.89,91.89,92.52,-0.63,0.68,,
2024-02-07,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,497.80","2,397.65","1,591.11","1,591.11","1,591.11","1,593.67",-2.56,0.16%,-,-,1497.8,2397.65,1591.11,1591.11,1591.11,1593.67,-2.56,0.16,,
2024-02-07,^ZKEQTU,Zamara Kenya Equity Index (USD),818.46,"1,599.72",853.55,853.55,853.55,854.92,-1.37,0.16%,-,-,818.46,1599.72,853.55,853.55,853.55,854.92,-1.37,0.16,,
2024-02-08,EGAD,Eaagads Ltd,10.35,14.50,12.50,12.50,12.50,12.50,-,-,-,-,10.35,14.5,12.5,12.5,12.5,12.5,,,,
2024-02-08,KUKZ,Kakuzi Plc,342.00,440.00,385.00,385.00,385.00,364.00,21,5.77%,100.00,-,342.0,440.0,385.0,385.0,385.0,364.0,21.0,5.77,100.0,
2024-02-08,KAPC,Kapchorua Tea Kenya Plc,207.00,280.00,233.00,233.00,233.00,233.00,-,-,-,-,207.0,280.0,233.0,233.0,233.0,233.0,,,,
2024-02-08,LIMT,Limuru Tea Plc,365.00,380.00,380.00,380.00,380.00,380.00,-,-,-,-,365.0,380.0,380.0,380.0,380.0,380.0,,,,
2024-02-08,SASN,Sasini Plc,15.10,22.00,22.00,22.00,22.00,21.95,0.05,0.23%,400.00,-,15.1,22.0,22.0,22.0,22.0,21.95,0.05,0.23,400.0,
2024-02-08,WTK,Williamson Tea Kenya Plc,193.50,290.00,232.00,233.00,232.50,233.75,-1.25,0.53%,"1,000.00",-,193.5,290.0,232.0,233.0,232.5,233.75,-1.25,0.53,1000.0,
2024-02-08,CGEN,Car and General (K) Ltd,17.95,31.80,27.00,27.00,27.00,27.00,-,-,-,-,17.95,31.8,27.0,27.0,27.0,27.0,,,,
2024-02-08,ABSA,ABSA Bank Kenya Plc,10.55,16.70,12.00,12.30,12.15,12.10,0.05,0.41%,"28,900.00",-,10.55,16.7,12.0,12.3,12.15,12.1,0.05,0.41,28900.0,
2024-02-08,BKG,BK Group Plc,30.00,37.00,34.00,37.00,35.50,37.00,-1.5,4.05%,"1,000.00",-,30.0,37.0,34.0,37.0,35.5,37.0,-1.5,4.05,1000.0,
2024-02-08,COOP,Co-operative Bank of Kenya Ltd,10.10,15.20,12.00,12.60,12.10,12.00,0.1,0.83%,"133,400.00",-,10.1,15.2,12.0,12.6,12.1,12.0,0.1,0.83,133400.0,
2024-02-08,DTK,Diamond Trust Bank Kenya Ltd,43.05,56.00,48.80,48.80,48.80,46.00,2.8,6.09%,"128,700.00",-,43.05,56.0,48.8,48.8,48.8,46.0,2.8,6.09,128700.0,
2024-02-08,EQTY,Equity Group Holdings Plc,33.60,51.00,37.00,38.20,37.20,38.20,-1,2.62%,"454,300.00",-,33.6,51.0,37.0,38.2,37.2,38.2,-1.0,2.62,454300.0,
2024-02-08,HFCK,HF Group Ltd,3.02,4.90,3.60,3.70,3.61,3.66,-0.05,1.37%,"46,600.00",-,3.02,4.9,3.6,3.7,3.61,3.66,-0.05,1.37,46600.0,
2024-02-08,IMH,I & M Holdings Plc,17.00,35.00,17.45,17.50,17.45,17.50,-0.05,0.29%,"32,400.00",-,17.0,35.0,17.45,17.5,17.45,17.5,-0.05,0.29,32400.0,
2024-02-08,KCB,KCB Group Plc,15.75,40.00,19.90,20.50,20.15,20.45,-0.3,1.47%,"195,600.00",-,15.75,40.0,19.9,20.5,20.15,20.45,-0.3,1.47,195600.0,
2024-02-08,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-,4.12,4.12,4.12,4.12,4.12,4.12,,,,
2024-02-08,NCBA,NCBA Group Plc,34.05,47.00,37.50,39.05,38.50,38.55,-0.05,0.13%,"8,300.00",-,34.05,47.0,37.5,39.05,38.5,38.55,-0.05,0.13,8300.0,
2024-02-08,SBIC,Stanbic Holdings Plc,100.00,134.00,114.50,114.75,114.75,112.00,2.75,2.46%,"2,000.00",-,100.0,134.0,114.5,114.75,114.75,112.0,2.75,2.46,2000.0,
2024-02-08,SCBK,Standard Chartered Bank Kenya Ltd,148.00,236.00,165.00,167.75,165.75,163.50,2.25,1.38%,"5,700.00",-,148.0,236.0,165.0,167.75,165.75,163.5,2.25,1.38,5700.0,
2024-02-08,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-,0.45,0.45,0.45,0.45,0.45,0.45,,,,
2024-02-08,EVRD,Eveready East Africa Ltd,0.97,1.65,1.18,1.25,1.23,1.20,0.03,2.50%,"33,400.00",-,0.97,1.65,1.18,1.25,1.23,1.2,0.03,2.5,33400.0,
2024-02-08,XPRS,Express Kenya Plc,2.74,3.99,3.24,3.24,3.24,3.54,-0.3,8.47%,200.00,-,2.74,3.99,3.24,3.24,3.24,3.54,-0.3,8.47,200.0,
2024-02-08,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-,4.66,4.66,4.66,4.66,4.66,4.66,,,,
2024-02-08,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-,3.83,3.83,3.83,3.83,3.83,3.83,,,,
2024-02-08,LKL,Longhorn Publishers Plc,2.02,2.65,2.30,2.30,2.30,2.30,-,-,-,-,2.02,2.65,2.3,2.3,2.3,2.3,,,,
2024-02-08,NBV,Nairobi Business Ventures Ltd,1.85,2.90,2.40,2.40,2.40,2.30,0.1,4.35%,600.00,-,1.85,2.9,2.4,2.4,2.4,2.3,0.1,4.35,600.0,
2024-02-08,NMG,Nation Media Group Plc,14.00,22.40,20.00,20.00,20.00,20.00,-,-,"27,900.00",-,14.0,22.4,20.0,20.0,20.0,20.0,,,27900.0,
2024-02-08,SMER,Sameer Africa Plc,1.87,2.75,2.12,2.12,2.12,2.12,-,-,-,-,1.87,2.75,2.12,2.12,2.12,2.12,,,,
2024-02-08,SGL,Standard Group Plc,4.86,9.00,7.76,7.76,7.76,7.76,-,-,-,-,4.86,9.0,7.76,7.76,7.76,7.76,,,,
2024-02-08,TPSE,TPS Eastern Africa (Serena) Ltd,11.00,20.15,15.00,15.00,15.00,15.00,-,-,"13,700.00",-,11.0,20.15,15.0,15.0,15.0,15.0,,,13700.0,
2024-02-08,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.19,0.21,0.20,0.20,-,-,"11,400.00",-,0.16,0.23,0.19,0.21,0.2,0.2,,,11400.0,
2024-02-08,SCAN,WPP ScanGroup Plc,1.86,2.94,2.51,2.54,2.51,2.50,0.01,0.40%,"6,700.00",-,1.86,2.94,2.51,2.54,2.51,2.5,0.01,0.4,6700.0,
2024-02-08,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-,5.55,5.55,5.55,5.55,5.55,5.55,,,,
2024-02-08,BAMB,Bamburi Cement Ltd,22.50,84.00,38.50,39.50,39.05,38.70,0.35,0.90%,"3,100.00",-,22.5,84.0,38.5,39.5,39.05,38.7,0.35,0.9,3100.0,
2024-02-08,CRWN,Crown Paints Kenya Plc,29.00,40.05,36.00,36.60,36.05,40.00,-3.95,9.88%,"16,500.00",-,29.0,40.05,36.0,36.6,36.05,40.0,-3.95,9.88,16500.0,
2024-02-08,CABL,East African Cables Plc,0.79,1.11,0.88,0.99,0.93,0.93,-,-,"2,000.00",-,0.79,1.11,0.88,0.99,0.93,0.93,,,2000.0,
2024-02-08,PORT,East African Portland Cement Ltd,4.38,55.75,8.00,8.00,8.00,8.00,-,-,-,-,4.38,55.75,8.0,8.0,8.0,8.0,,,,
2024-02-08,KEGN,Kenya Electricity Generating Company Plc,1.94,4.60,1.98,1.99,1.99,1.99,-,-,"416,400.00",-,1.94,4.6,1.98,1.99,1.99,1.99,,,416400.0,
2024-02-08,KPLC-P4,KPLC-P4,4.00,4.11,4.00,4.00,4.00,4.00,-,-,-,-,4.0,4.11,4.0,4.0,4.0,4.0,,,,
2024-02-08,KPLC-P7,KPLC-P7,6.00,6.00,6.00,6.00,6.00,6.00,-,-,-,-,6.0,6.0,6.0,6.0,6.0,6.0,,,,
2024-02-08,KPLC,Kenya Power and Lighting Company Plc,1.30,6.00,1.43,1.50,1.44,1.47,-0.03,2.04%,"1,180,600.00",-,1.3,6.0,1.43,1.5,1.44,1.47,-0.03,2.04,1180600.0,
2024-02-08,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25.00,17.00,18.00,17.05,18.85,-1.8,9.55%,"3,400.00",-,14.55,25.0,17.0,18.0,17.05,18.85,-1.8,9.55,3400.0,
2024-02-08,UMME,Umeme Ltd,13.00,17.90,15.20,15.25,15.20,15.45,-0.25,1.62%,"2,200.00",-,13.0,17.9,15.2,15.25,15.2,15.45,-0.25,1.62,2200.0,
2024-02-08,BRIT,Britam Holdings Plc,4.25,6.50,5.00,5.06,5.02,4.99,0.03,0.60%,"25,300.00",-,4.25,6.5,5.0,5.06,5.02,4.99,0.03,0.6,25300.0,
2024-02-08,CIC,CIC Insurance Group Ltd,1.93,2.50,2.15,2.20,2.16,2.19,-0.03,1.37%,"43,000.00",-,1.93,2.5,2.15,2.2,2.16,2.19,-0.03,1.37,43000.0,
2024-02-08,JUB,Jubilee Holdings Ltd,150.00,202.00,180.00,190.00,189.75,180.25,9.5,5.27%,"24,300.00",-,150.0,202.0,180.0,190.0,189.75,180.25,9.5,5.27,24300.0,
2024-02-08,KNRE,Kenya Re-Insurance Corporation Ltd,1.00,3.00,1.81,1.88,1.86,1.87,-0.01,0.53%,"13,800.00",-,1.0,3.0,1.81,1.88,1.86,1.87,-0.01,0.53,13800.0,
2024-02-08,LBTY,Liberty Kenya Holdings Ltd,3.50,8.24,5.00,5.00,5.00,5.00,-,-,"18,100.00",-,3.5,8.24,5.0,5.0,5.0,5.0,,,18100.0,
2024-02-08,SLAM,Sanlam Kenya Plc,5.50,7.70,6.02,6.50,6.06,6.60,-0.54,8.18%,"13,900.00",-,5.5,7.7,6.02,6.5,6.06,6.6,-0.54,8.18,13900.0,
2024-02-08,CTUM,Centum Investment Company Plc,7.62,10.40,8.00,8.80,8.76,8.02,0.74,9.23%,"23,000.00",-,7.62,10.4,8.0,8.8,8.76,8.02,0.74,9.23,23000.0,
2024-02-08,HAFR,Home Afrika Ltd,0.27,0.42,0.31,0.35,0.32,0.32,-,-,"28,700.00",-,0.27,0.42,0.31,0.35,0.32,0.32,,,28700.0,
2024-02-08,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,
2024-02-08,OCH,Olympia Capital Holdings Ltd,2.58,4.00,3.45,3.45,3.45,3.45,-,-,500.00,-,2.58,4.0,3.45,3.45,3.45,3.45,,,500.0,
2024-02-08,TCL,Trans-Century Plc,0.29,0.72,0.49,0.50,0.50,0.49,0.01,2.04%,"11,300.00",-,0.29,0.72,0.49,0.5,0.5,0.49,0.01,2.04,11300.0,
2024-02-08,NSE,Nairobi Securities Exchange Plc,5.22,6.80,5.80,6.00,5.86,5.84,0.02,0.34%,"16,600.00",-,5.22,6.8,5.8,6.0,5.86,5.84,0.02,0.34,16600.0,
2024-02-08,BOC,BOC Kenya Plc,67.00,96.00,82.00,82.00,82.00,82.00,-,-,100.00,-,67.0,96.0,82.0,82.0,82.0,82.0,,,100.0,
2024-02-08,BAT,British American Tobacco Kenya Plc,325.00,455.00,423.25,425.00,424.00,423.25,0.75,0.18%,"9,300.00",-,325.0,455.0,423.25,425.0,424.0,423.25,0.75,0.18,9300.0,
2024-02-08,CARB,Carbacid Investments Plc,14.05,24.50,16.10,16.20,16.10,15.75,0.35,2.22%,"2,300.00",-,14.05,24.5,16.1,16.2,16.1,15.75,0.35,2.22,2300.0,
2024-02-08,EABL,East African Breweries Ltd,99.00,204.00,116.00,118.00,117.25,115.75,1.5,1.30%,"102,600.00",-,99.0,204.0,116.0,118.0,117.25,115.75,1.5,1.3,102600.0,
2024-02-08,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.12,1.12,1.12,1.12,-,-,800.00,-,0.91,1.39,1.12,1.12,1.12,1.12,,,800.0,
2024-02-08,ORCH,Kenya Orchards Ltd,19.00,77.00,19.50,19.50,19.50,19.50,-,-,-,-,19.0,77.0,19.5,19.5,19.5,19.5,,,,
2024-02-08,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-,0.27,0.27,0.27,0.27,0.27,0.27,,,,
2024-02-08,UNGA,Unga Group Ltd,11.05,18.45,17.10,17.10,17.10,17.10,-,-,-,-,11.05,18.45,17.1,17.1,17.1,17.1,,,,
